LINEGEOMETRYC
IDOBJ_GID,IDOBJ_NAME,IDOBJ_ALIAS,IDOBJ_CUSTOMID,1152921504606912257,LINEGEOMETRYC_HEIGHT,LINEGEOMETRYC_NEUTRAL,LINEGEOMETRYC_PHASECOUNT,LINEGEOMETRYC_XA,LINEGEOMETRYC_YA,LINEGEOMETRYC_XB,LINEGEOMETRYC_YB,LINEGEOMETRYC_XC,LINEGEOMETRYC_YC,LINEGEOMETRYC_XN,LINEGEOMETRYC_YN
GID,Name,Alias,Custom ID,Visible en producción,Height,Neutral conductor,Phase count,Xa,Ya,Xb,Yb,Xc,Yc,Xn,Yn
"1318429117330262872","GIS_LGC_12m_False_-0.1m_1.2m_0.2m_1.2m_0m_0m_0m_0m_2","","BB3DC1F6CD87101C445D84B7CC1BA4AD83C748BE","true","12","false","2","-0.1","1.2","0.2","1.2","0.5","0","-0.5","-0.5"
"1318429117330262859","GIS_LGC_11m_False_0.2m_1.2m_0m_0m_-0.2m_1.2m_0m_0m_2","","592F3C61951E9A46448C4C1534F68FD5498A0DD2","true","11","false","2","0.2","1.2","0","0","-0.2","1.2","-0.5","-0.5"
"1318429117330262852","GIS_LGC_11m_False_-0.1m_1.1m_0m_0m_0.1m_1.1m_0m_0m_2","","48AD6AA516137B12690454CDF0AE8B2104EE3465","true","11","false","2","-0.1","1.1","0","0","0.1","1.1","-0.5","-0.5"
"1318429117330262849","GIS_LGC_10m_False_0m_0m_-0.1m_1.1m_0.1m_1.1m_0m_0m_2","","3BCAD96EBA419D9184291A9FAA8EE3A584BACE26","true","10","false","2","-0.5","0","-0.1","1.1","0.1","1.1","-0.5","-0.5"
"1318429117330262848","GIS_LGC_8.4m_False_0.1m_1.2m_0m_0m_0.1m_1.2m_0m_0m_2","","D7F4D4C1C9FE70B1C091CF051A64F3E42281BD9B","true","8.4","false","2","0.1","1.2","0","0","0.1","1.2","-0.5","-0.5"
"1318429117330262846","GIS_LGC_9.5m_False_0m_1.2m_0.1m_1.2m_0.4m_1.2m_0m_0m_3","","EF44AA4481B6BF3554046CED118E9774CF570483","true","9.5","false","3","0","1.2","0.1","1.2","0.4","1.2","-0.5","-0.5"
"1318429117330262839","GIS_LGC_10m_False_-0.1m_1.2m_0m_1.2m_0m_0m_0m_0m_2","","5699D58BE0BDC590198728B8DFB68E39331D1B32","true","10","false","2","-0.1","1.2","0","1.2","0.5","0","-0.5","-0.5"
"1318429117330262827","GIS_LGC_8.3m_False_0m_0m_0m_1.2m_0m_1.1m_0m_0m_2","","B1E5C1F5DD7F5DEB64C358BF70918030231E9E49","true","8.3","false","2","-0.5","0","0","1.2","0","1.1","-0.5","-0.5"
"1318429117330262814","GIS_LGC_10m_False_-0.1m_1.1m_0m_0m_0.1m_1.1m_0m_0m_2","","6A87D69DBE57F3C98CA264EF668475DC77F65AB3","true","10","false","2","-0.1","1.1","0","0","0.1","1.1","-0.5","-0.5"
"1318429117330262793","GIS_LGC_10m_False_0m_1.2m_0m_1.1m_0m_0m_0m_0m_2","","D3C67E5F5197C16441C27722B0C5C4CA5427D207","true","10","false","2","0","1.2","0","1.1","0.5","0","-0.5","-0.5"
"1318429117330262781","GIS_LGC_7.8m_False_0m_0.8m_0m_0.8m_0m_0.8m_0m_0m_3","","73098A0016597A5E18CE06CEE996CFE7FBA0286D","true","7.8","false","3","0","0.8","0","0.8","0","0.8","-0.5","-0.5"
"1318429117330262772","GIS_LGC_12m_False_0m_1.1m_0.2m_1.1m_0m_0m_0m_0m_2","","7BA3A660E23334940E0948707B85376C2D4D9F4D","true","12","false","2","0","1.1","0.2","1.1","0.5","0","-0.5","-0.5"
"1318429117330262770","GIS_LGC_12m_False_-0.1m_1.1m_0m_0m_0.1m_1.1m_0m_0m_2","","672A67A23401F876275A2AC739A462E5D1849A6E","true","12","false","2","-0.1","1.1","0","0","0.1","1.1","-0.5","-0.5"
"1318429117330262768","GIS_LGC_12m_False_0m_1.2m_0m_0m_0m_0m_0m_0m_1","","96777F2597A40C8C0D4028EB452DEC3B870DB934","true","12","false","1","0","1.2","0","0","0.5","0","-0.5","-0.5"
"1318429117330262767","GIS_LGC_12m_False_0m_1.2m_0.1m_1.2m_0m_0m_0m_0m_2","","EB40FAA8DF65DA1BA2F668F9C8E65E06F7179A09","true","12","false","2","0","1.2","0.1","1.2","0.5","0","-0.5","-0.5"
"1318429117330262764","GIS_LGC_8.3m_False_0.1m_1.1m_-0.1m_1m_0.4m_1m_0m_0m_3","","7C680CDEB43CD33985216361C79F5AC403D907BE","true","8.3","false","3","0.1","1.1","-0.1","1","0.4","1","-0.5","-0.5"
"1318429117330262763","GIS_LGC_12m_False_0.1m_1.2m_-0.1m_1.1m_0.4m_1.1m_0m_0m_3","","FBAA84D0F562B95A2A81AEA9FA15989BB4FF366C","true","12","false","3","0.1","1.2","-0.1","1.1","0.4","1.1","-0.5","-0.5"
"1318429117330262750","GIS_LGC_12m_False_0m_0m_0.2m_1.2m_-0.2m_1.2m_0m_0m_2","","A034F1EB3E2C86DECA40BFEDBA665F51E2067E79","true","12","false","2","-0.5","0","0.2","1.2","-0.2","1.2","-0.5","-0.5"
"1318429117330262727","GIS_LGC_8.3m_False_-0.1m_0m_0m_0m_0m_0m_0m_0m_2","","B4D2A774C96AE3451754DCE7A3769347D8AEB186","true","8.3","false","2","-0.1","0","0","0","0","0","-0.5","-0.5"
"1318429117330262717","GIS_LGC_10m_False_0m_1.1m_0.2m_1.1m_0m_0m_0m_0m_2","","79E46A48F579820F48574936A8CE20A16F4632A6","true","10","false","2","0","1.1","0.2","1.1","0.5","0","-0.5","-0.5"
"1318429117330262692","GIS_LGC_11.4m_False_0.1m_1.2m_0.1m_1.2m_0.2m_1.2m_0m_0m_3","","0BA8ABC800B11095AF275B6D8C13978B06C59825","true","11.4","false","3","0.1","1.2","0.1","1.2","0.2","1.2","-0.5","-0.5"
"1318429117330260642","GIS_LGC_14m_False_-0.3m_0.8m_0m_0.8m_0.3m_0.8m_0m_0m_3","","CCE257F47243F24F199E6715247452E88E992F45","true","14","false","3","-0.3","0.8","0","0.8","0.3","0.8","-0.5","-0.5"
"1318429117330260590","GIS_LGC_12m_False_-0.1m_1m_0m_1m_0.1m_1m_0m_0m_3","","B96DA7D0AA49DBEBFFE9DB969CA2700612DA866D","true","12","false","3","-0.1","1","0","1","0.1","1","-0.5","-0.5"
"1318429117330260589","GIS_LGC_10m_False_-0.1m_1.1m_0m_1.2m_0.1m_1.1m_0m_0m_3","","7A7DA6E12F7A01429B33E729E91E8A055BFA2F93","true","10","false","3","-0.1","1.1","0","1.2","0.1","1.1","-0.5","-0.5"
"1318429117330260559","GIS_LGC_8.9m_False_-0.1m_1.2m_0m_1.2m_0.1m_1.2m_0m_0m_3","","454F5468DB9C48D05ACB21AC06BD63EDD454A2CE","true","8.9","false","3","-0.1","1.2","0","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260552","GIS_LGC_11.2m_False_-0.1m_1.2m_0.1m_1.2m_0.3m_1.2m_0m_0m_3","","C65872E31D99E1D44B810CF68C3D9077A1902841","true","11.2","false","3","-0.1","1.2","0.1","1.2","0.3","1.2","-0.5","-0.5"
"1318429117330260550","GIS_LGC_5.8m_False_-0.1m_1.2m_0.1m_1.2m_0.3m_1.2m_0m_0m_3","","8430148F61CAD5818877CFADF8DB3BE25CB9C0DD","true","5.8","false","3","-0.1","1.2","0.1","1.2","0.3","1.2","-0.5","-0.5"
"1318429117330260545","GIS_LGC_5.8m_False_0m_1.2m_0.1m_1.2m_0.4m_1.2m_0m_0m_3","","126501343E56444B5D1FB3D8CB01DFEED90C9A9C","true","5.8","false","3","0","1.2","0.1","1.2","0.4","1.2","-0.5","-0.5"
"1318429117330260540","GIS_LGC_9.2m_False_-0.1m_1.2m_0.1m_1.2m_0m_0m_0m_0m_2","","0BA2EB2B35AF5C3FD53F2060C53E2057411CCEEF","true","9.2","false","2","-0.1","1.2","0.1","1.2","0.5","0","-0.5","-0.5"
"1318429117330260536","GIS_LGC_9.2m_False_0m_1.2m_0.1m_1.2m_0.4m_1.2m_0m_0m_3","","CAD02DAF5630329C38DEFF3CCF3F845FDEE39BBA","true","9.2","false","3","0","1.2","0.1","1.2","0.4","1.2","-0.5","-0.5"
"1318429117330260528","GIS_LGC_10.1m_False_0m_1.2m_0m_1.2m_0m_1.1m_0m_0m_3","","FDF4E7772D75422E94ED1E7DFDBAF4B8D9C3E3CF","true","10.1","false","3","0","1.2","0","1.2","0","1.1","-0.5","-0.5"
"1318429117330260523","GIS_LGC_9.4m_False_-0.1m_1.2m_0m_1.2m_0.1m_1.2m_0m_0m_3","","61D660A5B82DF9436DD637A72D38F2269A50CFB5","true","9.4","false","3","-0.1","1.2","0","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260517","GIS_LGC_8.4m_False_-0.1m_0m_0m_0m_0.1m_0m_0m_0m_3","","854257B7FF4B927444589D8B917A5C83F601F6E7","true","8.4","false","3","-0.1","0","0","0","0.1","0","-0.5","-0.5"
"1318429117330260498","GIS_LGC_8m_False_-0.1m_1.2m_0.1m_1.2m_0.3m_1.2m_0m_0m_3","","C04086437D1CDF1E0D37BBB974E5CABDC77789A1","true","8","false","3","-0.1","1.2","0.1","1.2","0.3","1.2","-0.5","-0.5"
"1318429117330260472","GIS_LGC_11m_False_-0.1m_0m_0m_0m_0m_0m_0m_0m_2","","9717476C3E30376EB50D51D288DB40BF0974BAF4","true","11","false","2","-0.1","0","0","0","0","0","-0.5","-0.5"
"1318429117330260465","GIS_LGC_9.4m_False_-0.1m_0m_0m_0m_0.1m_0m_0m_0m_3","","EBC48905AB24120436B8A4C3A35CC9A7CC89FEFB","true","9.4","false","3","-0.1","0","0","0","0.1","0","-0.5","-0.5"
"1318429117330260455","GIS_LGC_10m_False_-0.1m_1m_0.1m_1m_0.4m_1m_0m_0m_3","","BBB5FDE5FB57CF74AC397A4BD4DF5A846B624F4A","true","10","false","3","-0.1","1","0.1","1","0.4","1","-0.5","-0.5"
"1318429117330260447","GIS_LGC_9.2m_False_-0.1m_0m_0m_0m_0.1m_0m_0m_0m_3","","C70474815750118A95812E2FD09405AB474D01C8","true","9.2","false","3","-0.1","0","0","0","0.1","0","-0.5","-0.5"
"1318429117330260441","GIS_LGC_7.6m_False_-0.1m_1.2m_0.1m_1.2m_0m_0m_0m_0m_3","","725E9366C8AFE5DFEA2B8438B7E3BA94A1F3CDFE","true","7.6","false","3","-0.1","1.2","0.1","1.2","0","0","-0.5","-0.5"
"1318429117330260438","GIS_LGC_9.4m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","0BF26B28B3C64905735349E4843D23BBDFE6F7A7","true","9.4","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260437","GIS_LGC_11.2m_False_0m_1.2m_0.1m_1.2m_0.4m_1.2m_0m_0m_3","","07505757D06A41CD7B4CA026CECD23FDBA81BCBA","true","11.2","false","3","0","1.2","0.1","1.2","0.4","1.2","-0.5","-0.5"
"1318429117330260436","GIS_LGC_9.4m_False_0m_1.2m_0.1m_1.2m_0.4m_1.2m_0m_0m_3","","91548B4F731B0646FAF44CC0E34807EE32DA7C51","true","9.4","false","3","0","1.2","0.1","1.2","0.4","1.2","-0.5","-0.5"
"1318429117330260430","GIS_LGC_8m_False_0.1m_1.2m_0.1m_1.2m_0.2m_1.2m_0m_0m_3","","67AF00FEEA5E0BF7E6F71684AE9C65F2F24D686B","true","8","false","3","0.1","1.2","0.1","1.2","0.2","1.2","-0.5","-0.5"
"1318429117330260395","GIS_LGC_11.9m_False_0m_1.1m_0.2m_1.1m_0.5m_1.1m_0m_0m_3","","351DCA2BC1002D04C1FA43C6C6BA59E2BDBD5350","true","11.9","false","3","0","1.1","0.2","1.1","0.5","1.1","-0.5","-0.5"
"1318429117330260385","GIS_LGC_11.6m_False_0m_1.2m_-0.3m_1.2m_0.3m_1.2m_0m_0m_3","","BD3B85F50C0034072EA36DAA87C41BF3EB6335A7","true","11.6","false","3","0","1.2","-0.3","1.2","0.3","1.2","-0.5","-0.5"
"1318429117330260380","GIS_LGC_7m_False_-0.1m_1.2m_0m_1.2m_0.1m_1.2m_0m_0m_3","","447DA826EA47840989135B1606937188EDA6B94F","true","7","false","3","-0.1","1.2","0","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260376","GIS_LGC_11.6m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","0EB7A22A85037DDAD3B28DFE0CAAC9F3F25B6856","true","11.6","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260373","GIS_LGC_11.6m_False_0m_1.1m_0.2m_1.1m_0.5m_1.1m_0m_0m_3","","A7357FD2B6CDB204B7D586C3EA3436896BE53BB7","true","11.6","false","3","0","1.1","0.2","1.1","0.5","1.1","-0.5","-0.5"
"1318429117330260372","GIS_LGC_9.8m_False_0m_1.3m_-0.1m_1.1m_0.1m_1.1m_0m_0m_3","","992F2F65708D6FB10281A73AC44160810B6A0D80","true","9.8","false","3","0","1.3","-0.1","1.1","0.1","1.1","-0.5","-0.5"
"1318429117330260367","GIS_LGC_9m_False_0m_0m_0m_0m_0m_0m_0m_0m_3","","916AE881E473229B4CC0C6E2ADB23D42568F8C39","true","9","false","3","0","0","0","0","0","0","-0.5","-0.5"
"1318429117330260365","GIS_LGC_11.9m_False_0m_1.3m_-0.1m_1.1m_0.1m_1.1m_0m_0m_3","","850231D219CA5D77140033BF32A96031E5D50FE1","true","11.9","false","3","0","1.3","-0.1","1.1","0.1","1.1","-0.5","-0.5"
"1318429117330260362","GIS_LGC_10.1m_False_0m_1.1m_0.2m_1.1m_0.5m_1.1m_0m_0m_3","","F57CFCEB365CCC416E96FBDA1AFBACF9907E4271","true","10.1","false","3","0","1.1","0.2","1.1","0.5","1.1","-0.5","-0.5"
"1318429117330260360","GIS_LGC_11.7m_False_0m_1.1m_0.2m_1.1m_0.5m_1.1m_0m_0m_3","","AF505FF667B34272BEA991655C8A2B5D5924C212","true","11.7","false","3","0","1.1","0.2","1.1","0.5","1.1","-0.5","-0.5"
"1318429117330260356","GIS_LGC_11.7m_False_-0.1m_1.2m_0m_1.2m_0.1m_1.2m_0m_0m_3","","9BF3B7049F48412AC284B383399579610DC4ECB8","true","11.7","false","3","-0.1","1.2","0","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260354","GIS_LGC_11.5m_False_-0.1m_1.2m_0m_1.2m_0.1m_1.2m_0m_0m_3","","0BBD57E5C0EB1B7659CCAE92BAB7ACAE5355932C","true","11.5","false","3","-0.1","1.2","0","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260353","GIS_LGC_10.1m_False_0m_1.3m_-0.1m_1.1m_0.1m_1.1m_0m_0m_3","","75B20C24AB4728369B5B07CB1F05F985B2F578D9","true","10.1","false","3","0","1.3","-0.1","1.1","0.1","1.1","-0.5","-0.5"
"1318429117330260350","GIS_LGC_11.9m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","8BB4A9663BF4054AAB7CDC53885F010A201D53F1","true","11.9","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260345","GIS_LGC_10m_False_-0.1m_0m_0m_0m_0m_0m_0m_0m_2","","EE9C4DD8A13CC844DF09FEA31FDF70CAB0F61E50","true","10","false","2","-0.1","0","0","0","0","0","-0.5","-0.5"
"1318429117330260342","GIS_LGC_12m_False_0m_1.2m_0.1m_1.2m_0.2m_1.2m_0m_0m_3","","C9B278832A8527F13A40BBECEEC3462F8A6FFD31","true","12","false","3","0","1.2","0.1","1.2","0.2","1.2","-0.5","-0.5"
"1318429117330260332","GIS_LGC_11m_False_-0.1m_1.1m_0.1m_1.1m_0.4m_1.1m_0m_0m_3","","642250C109FB1A39D555F122F1BAC234BCCF664A","true","11","false","3","-0.1","1.1","0.1","1.1","0.4","1.1","-0.5","-0.5"
"1318429117330260328","GIS_LGC_11m_False_0m_1.1m_0.2m_1.1m_0.5m_1.1m_0m_0m_3","","CAC27CB6890840248A569D0D49ACECFEFEAD2D78","true","11","false","3","0","1.1","0.2","1.1","0.5","1.1","-0.5","-0.5"
"1318429117330260326","GIS_LGC_9.6m_False_-0.1m_1.2m_0.1m_1.2m_0m_0m_0m_0m_2","","04C6F5E5E98FBB70EBD0A269974613D24B503AFE","true","9.6","false","2","-0.1","1.2","0.1","1.2","0.5","0","-0.5","-0.5"
"1318429117330260324","GIS_LGC_9m_False_0m_1.2m_0m_0m_0m_1.1m_0m_0m_2","","207FEC43D976D07BB948386192F4EE8122E94A78","true","9","false","2","0","1.2","0","0","0","1.1","-0.5","-0.5"
"1318429117330260321","GIS_LGC_9m_False_-0.1m_1.1m_0.1m_1.1m_0m_0m_0m_0m_2","","186EC9C2B39B1215D39944E84B15B5017B2FC34E","true","9","false","2","-0.1","1.1","0.1","1.1","0.5","0","-0.5","-0.5"
"1318429117330260320","GIS_LGC_12m_False_0m_1.2m_0m_0m_0.1m_1.2m_0m_0m_2","","AC32CCE51885A5132D6F65BCCA1EE9ACF7964E4F","true","12","false","2","0","1.2","0","0","0.1","1.2","-0.5","-0.5"
"1318429117330260318","GIS_LGC_8.3m_False_-0.1m_1.2m_0m_0m_0m_1.2m_0m_0m_2","","D57B3656F18DABAEDE8DB6BFF0D2A4F7C4A8DAD3","true","8.3","false","2","-0.1","1.2","0","0","0","1.2","-0.5","-0.5"
"1318429117330260316","GIS_LGC_9m_False_-0.1m_1.2m_0m_0m_0m_1.2m_0m_0m_2","","826732746DEC073A54A3026A29CAD22089B8EFF9","true","9","false","2","-0.1","1.2","0","0","0","1.2","-0.5","-0.5"
"1318429117330260314","GIS_LGC_11m_False_0m_0m_-0.1m_1.2m_0m_1.2m_0m_0m_2","","7829650FADE53FC3CD432C89AE6156EB57E32287","true","11","false","2","-0.5","0","-0.1","1.2","0","1.2","-0.5","-0.5"
"1318429117330260306","GIS_LGC_9m_False_0m_0m_-0.1m_1.2m_0.1m_1.2m_0m_0m_2","","7B487648D8BE760A62C007421DEBCEEF265B3B89","true","9","false","2","-0.5","0","-0.1","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260302","GIS_LGC_11m_False_0m_0m_-0.1m_1.2m_0.1m_1.2m_0m_0m_2","","C408793B9B04622348ECEEA7A97697438AE7C957","true","11","false","2","-0.5","0","-0.1","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330260301","GIS_LGC_8m_False_0.2m_1.2m_-0.2m_1.2m_0.1m_0.1m_0m_0m_3","","0CCC41B94A025884F37130A3BEBC8492C0001DBE","true","8","false","3","0.2","1.2","-0.2","1.2","0.1","0.1","-0.5","-0.5"
"1318429117330260282","GIS_LGC_10.1m_False_-0.1m_1.1m_0.1m_1.1m_0m_0m_0m_0m_2","","195AC8D5CCBD624852D60A4505BCBB49C69258D0","true","10.1","false","2","-0.1","1.1","0.1","1.1","0.5","0","-0.5","-0.5"
"1318429117330260259","GIS_LGC_8.3m_False_0m_1.2m_0m_0m_0m_1.1m_0m_0m_2","","A5108E69505AC11561E676D9768B22F189D2255E","true","8.3","false","2","0","1.2","0","0","0","1.1","-0.5","-0.5"
"1318429117330260248","GIS_LGC_9.8m_False_0m_0.8m_0m_0.8m_0m_0.8m_0m_0m_3","","4F678F6CA0431E4A70B1CBA9D637AB1C11A953EC","true","9.8","false","3","0","0.8","0","0.8","0","0.8","-0.5","-0.5"
"1318429117330260241","GIS_LGC_12m_False_0.1m_1.2m_-0.1m_1.1m_0.1m_1.2m_0m_0m_3","","5C5E6FDC3B18B80ACF5FCB84CDDDAF8E7874ACD9","true","12","false","3","0.1","1.2","-0.1","1.1","0.1","1.2","-0.5","-0.5"
"1318429117330260239","GIS_LGC_11.6m_False_-0.1m_1.2m_0m_0m_0.1m_1.2m_0m_0m_2","","2F0D49B181B978A12A865B0286ACCFFE4AB7961F","true","11.6","false","2","-0.1","1.2","0","0","0.1","1.2","-0.5","-0.5"
"1318429117330260210","GIS_LGC_16m_False_0m_1.1m_0.2m_1.1m_0.5m_1.1m_0m_0m_3","","59FBE40AAC3F164F5AD89F96A13FA89A252F9862","true","16","false","3","0","1.1","0.2","1.1","0.5","1.1","-0.5","-0.5"
"1318429117330260209","GIS_LGC_16m_False_0m_1.2m_0.1m_1.2m_0.4m_1.2m_0m_0m_3","","CEAD01078A35448789EEEA5E373AC7CFAC813D60","true","16","false","3","0","1.2","0.1","1.2","0.4","1.2","-0.5","-0.5"
"1318429117330260208","GIS_LGC_16m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","7CF72470B78F328D1AD5AB9EAF8E6A850A90561C","true","16","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260204","GIS_LGC_10.2m_False_0.1m_1.2m_0.1m_1.2m_0.2m_1.2m_0m_0m_3","","DF3B8E091928AE48C6EED4FCA240F924E4BCBE93","true","10.2","false","3","0.1","1.2","0.1","1.2","0.2","1.2","-0.5","-0.5"
"1318429117330260199","GIS_LGC_11.4m_False_-0.1m_1.2m_0.1m_1.2m_0m_0m_0m_0m_3","","DA6961FAC7C8C73C0D355AFB9C92ABEB52690082","true","11.4","false","3","-0.1","1.2","0.1","1.2","0","0","-0.5","-0.5"
"1318429117330260198","GIS_LGC_6.5m_False_0.1m_1.2m_0.1m_1.2m_0.2m_1.2m_0m_0m_3","","0EE83CEED7A335F11C58F8E006EA8C8AAE6339F3","true","6.5","false","3","0.1","1.2","0.1","1.2","0.2","1.2","-0.5","-0.5"
"1318429117330260195","GIS_LGC_8.3m_False_0.1m_1.2m_0m_0m_0.1m_1.2m_0m_0m_2","","DB053926378B1EF9E2106FA04DE97F08F9F6B411","true","8.3","false","2","0.1","1.2","0","0","0.1","1.2","-0.5","-0.5"
"1318429117330260187","GIS_LGC_22.2m_False_-0.1m_0m_0m_0m_0.1m_0m_0m_0m_3","","1314B418B3A5B917A1574DC7BBA34764FE798865","true","22.2","false","3","-0.1","0","0","0","0.1","0","-0.5","-0.5"
"1318429117330260175","GIS_LGC_10.1m_False_0.1m_1.2m_0m_0m_0.1m_1.2m_0m_0m_2","","07A3C1A74441260F4017B239ABA199B56F42E464","true","10.1","false","2","0.1","1.2","0","0","0.1","1.2","-0.5","-0.5"
"1318429117330260174","GIS_LGC_11.6m_False_-0.1m_0m_0m_0m_0m_0m_0m_0m_2","","EFF07875F79CBD226B6D34894E9A36B7167E8929","true","11.6","false","2","-0.1","0","0","0","0","0","-0.5","-0.5"
"1318429117330260172","GIS_LGC_11.9m_False_0m_0.8m_0m_0.8m_0m_0.8m_0m_0m_3","","7217472823363C01E62AFDABFB6D414A8215A0BE","true","11.9","false","3","0","0.8","0","0.8","0","0.8","-0.5","-0.5"
"1318429117330260150","GIS_LGC_11m_False_0m_1.3m_-0.1m_1.1m_0.1m_1.1m_0m_0m_3","","81C9E8FEAD3D3E9B3322B3E6821D72BE236F9EBF","true","11","false","3","0","1.3","-0.1","1.1","0.1","1.1","-0.5","-0.5"
"1318429117330260142","GIS_LGC_8.3m_False_0m_1.2m_0m_1.2m_0m_0m_0m_0m_2","","118B3997BC30F38F36D95CAFB6FF0749CC397EA4","true","8.3","false","2","0","1.2","0","1.2","0.5","0","-0.5","-0.5"
"1318429117330260124","GIS_LGC_10.1m_False_0m_1.2m_0m_1.2m_0m_0m_0m_0m_2","","7C7EDFB5CFE1D24F8D6B6618578BCD3FC45D8166","true","10.1","false","2","0","1.2","0","1.2","0.5","0","-0.5","-0.5"
"1318429117330260032","GIS_LGC_20m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","E2D121C172A53C28A10BBFA8BA9F7D5306DD1CF9","true","20","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260031","GIS_LGC_15m_False_-0.1m_1.1m_0.1m_1.1m_0.4m_1.1m_0m_0m_3","","81553E3FC9814F702DAC4714FD07091FF842361A","true","15","false","3","-0.1","1.1","0.1","1.1","0.4","1.1","-0.5","-0.5"
"1318429117330260029","GIS_LGC_15m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","605E6D464A8553CA8E336EBCA00162A7FDDEE9B8","true","15","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260028","GIS_LGC_18m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","55C9E768741FAD0922C009D4154C74F62B6BAD6B","true","18","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260026","GIS_LGC_10m_False_-0.1m_1.2m_0m_0m_0m_0m_0m_0m_1","","53A954B07918E423073A226855DF54088DB8DE05","true","10","false","1","-0.1","1.2","0","0","0.5","0","-0.5","-0.5"
"1318429117330260020","GIS_LGC_9.8m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","E405C6529B69E11BB0E365DBE6F30D4BAF13A211","true","9.8","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330260018","GIS_LGC_9m_False_-0.1m_1.2m_0m_1.2m_0m_0m_0m_0m_2","","11C319BD337DE99DDA5C8522C5FB6E29266D3ACF","true","9","false","2","-0.1","1.2","0","1.2","0.5","0","-0.5","-0.5"
"1318429117330260017","GIS_LGC_8m_False_-0.1m_1.2m_0m_0m_0m_1.2m_0m_0m_2","","632283CD30AF24B3808B554C2FFFADED543BB35F","true","8","false","2","-0.1","1.2","0","0","0","1.2","-0.5","-0.5"
"1318429117330260011","GIS_LGC_8.3m_False_-0.1m_1m_-0.1m_0.9m_0.1m_0.9m_0m_0m_3","","AC9AC39B1B906E6FE15719AA6786B1D1A73FE5BB","true","8.3","false","3","-0.1","1","-0.1","0.9","0.1","0.9","-0.5","-0.5"
"1318429117330260009","GIS_LGC_8.3m_False_0m_1.2m_0m_1.2m_0m_1.1m_0m_0m_3","","1D6A0CB8B199ACA0D4E84CC751B8A1A660E1E78D","true","8.3","false","3","0","1.2","0","1.2","0","1.1","-0.5","-0.5"
"1318429117330260002","GIS_LGC_10.1m_False_0m_1.2m_0m_0m_0m_1.1m_0m_0m_2","","A48A824EBAA7969AE72E8B28A8F8F68EB04518DD","true","10.1","false","2","0","1.2","0","0","0","1.1","-0.5","-0.5"
"1318429117330259999","GIS_LGC_8.3m_False_0m_1.2m_0m_1.1m_0m_0m_0m_0m_2","","FD2127BC9FF7137765568F9BBB8F3D3851A06621","true","8.3","false","2","0","1.2","0","1.1","0.5","0","-0.5","-0.5"
"1318429117330259995","GIS_LGC_8m_False_-0.1m_1.1m_0.1m_1.1m_0.3m_1.1m_0m_0m_3","","F82A81D41B0308699152793C6084EA7CC3E309FA","true","8","false","3","-0.1","1.1","0.1","1.1","0.3","1.1","-0.5","-0.5"
"1318429117330259992","GIS_LGC_12m_False_0m_1.2m_0m_0m_0m_1.1m_0m_0m_2","","6B5C53A2C416E422ADAFA8F792D0C6546FD86894","true","12","false","2","0","1.2","0","0","0","1.1","-0.5","-0.5"
"1318429117330259991","GIS_LGC_10.5m_False_-0.1m_1.2m_0m_1.2m_0.1m_1.2m_0m_0m_3","","D5920BB569A2E47C62704281AF4D7E92367EF116","true","10.5","false","3","-0.1","1.2","0","1.2","0.1","1.2","-0.5","-0.5"
"1318429117330259988","GIS_LGC_6.5m_False_0m_0.8m_0m_0m_0m_0.8m_0m_0m_2","","B308D3438A1543BE916711463B5096BECE11B9F8","true","6.5","false","2","0","0.8","0","0","0","0.8","-0.5","-0.5"
