,job_id,job_name,step_name,version
452,8987,20220806031,Promover en ADMS,JNGAVIRIA.GIS20220806031_WO400463096_PO
453,7057,20220805061,Espera Confirmación ADMS,PSILVA.GIS20220805061_NWO
454,5154,20220803611,Finalizado,JMPARRA.GIS20220803611_NWO
455,7058,20220805078,Prediseño en StandBy,.
456,8343,20220805477,Definir,.
457,8344,20220805507,Finalizado,JNGAVIRIA.GIS20220805507_NWO
458,7383,20220805523,Revisar Prediseño,.
459,7384,20220805541,Prediseño en StandBy,.
460,7385,20220805566,Revisar Prediseño,.
461,6530,20220804799,Definir,.
462,7073,20220805086,Prediseño en StandBy,.
463,8673,20220805558,Finalizado,DAARBELAEZ.GIS20220805558_WODI_PP_014_03_PO
464,8674,20220805574,Prediseño en StandBy,RVANEGASB.GIS20220805574_NWO
465,7386,20220805582,Prediseño en StandBy,.
466,6532,20220804810,Editar Prediseño,.
467,7059,20220805108, Enviar a ADMS,AMVELEZ.GIS20220805108_NWO
468,7105,20220805116,Finalizado,PLOAIZA.GIS20220805116_NWO
469,8675,20220805590,Revisión TQ,JNGAVIRIA.GIS20220805590_NWO
470,7387,20220805604,Definir,.
471,7388,20220805698,Finalizado,JMPARRA.GIS20220805698_NWO
472,7389,20220805701, Diseño en StandBy,DSEGURA.GIS20220805701_WODI_PS_028_37_PO
473,6533,20220804829,Revisar Prediseño,PSILVA.GIS20220804829_NWO
474,6534,20220804845,Definir,.
475,6737,20220804853, Diseño en StandBy,CAPEREZS.GIS20220804853_WO400438480_PO
476,7060,20220805124, Enviar a ADMS,CCHAPID.GIS20220805124_NWO
477,5301,20220803652,Revisar Diseño en QA,RVANEGASB.GIS20220803652_NWO
478,7061,20220805132,Espera Confirmación ADMS,JMPARRA.GIS20220805132_NWO
479,6499,20220805051,Finalizado,.
480,8676,20220805612,Revisión TQ,CMVALLEJO.GIS20220805612_NWO
481,7106,20220805140, Enviar a ADMS,JSDIAZD.GIS20220805140_NWO
482,7063,20220805167,Prediseño en StandBy,.
483,8677,20220805620,Finalizado,JMPARRA.GIS20220805620_NWO
484,8678,20220805639,Prediseño en StandBy,.
485,7391,20220805752,Definir,.
486,18593,20220813097,Revisar Prediseño,.
487,6535,20220804871,Definir,.
488,6536,20220804888,Definir,.
489,7107,20220805175,Espera Confirmación ADMS,DAARBELAEZ.GIS20220805175_WODI_RE_013_01_PO
490,7108,20220805183, Diseño en StandBy,DAARBELAEZ.GIS20220805183_WODI_RE_013_01_PO
491,8679,20220805647,Definir,.
492,8680,20220805655,Finalizado,JGARZONG.GIS20220805655_NWO
493,8978,20220805817,Revisar Prediseño,.
494,8979,20220805825,Prediseño en StandBy,DAARBELAEZ.GIS20220805825_NWO
495,6537,20220804896,Promover en ADMS,EDELGADO.GIS20220804896_WODI_RP_090_01_PO
496,6538,20220804918,Prediseño en StandBy,EDELGADO.GIS20220804918_WO400435073_PO
497,7065,20220805205,Prediseño en StandBy,.
498,8681,20220805663, Enviar a ADMS,PSILVA.GIS20220805663_NWO
499,8682,20220805671,Definir,.
500,8980,20220805851,Definir,.
501,6539,20220804969,Definir,.
502,6540,20220804985,Definir,.
503,7109,20220805213, Publicar TQ en Productivo,RDGONZALEZ.GIS20220805213_WODI_RE_013_01_PO
504,8683,20220805681,Definir,.
505,8684,20220805711,Definir,.
506,8981,20220805868,Finalizado,JMPARRA.GIS20220805868_NWO
507,6541,20220804993,Definir,.
508,6542,20220805035,Revisar Prediseño,.
509,7090,20220805221,Finalizado,JNGAVIRIA.GIS20220805221_NWO
510,8685,20220805728,Espera Confirmación ADMS,JSDIAZD.GIS20220805728_NWO
511,8686,20220805736,Prediseño en StandBy,.
512,8997,20220805884,Espera Confirmación ADMS,JGARZONG.GIS20220805884_NWO
513,8982,20220805892,Finalizado,LCESPEDES.GIS20220805892_NWO
514,8998,20220805906,Revisión TQ,PSILVA.GIS20220805906_NWO
515,6514,20220804772,Revisión TQ,EMARIN.GIS20220804772_NWO
516,7137,20220805272,Promover en ADMS,JNGAVIRIA.GIS20220805272_WO400415146_PO
517,7153,20220805280,Finalizado,RDGONZALEZ.GIS20220805280_NWO
518,8687,20220805760,Finalizado,JGARZONG.GIS20220805760_NWO
519,8688,20220805795,Finalizado,JMPARRA.GIS20220805795_NWO
520,8999,20220805914,Promover en ADMS,JSDIAZD.GIS20220805914_NWO
521,9000,20220805922,Anular TQ,.
522,6515,20220804780,Promover en ADMS,JIDROBO.GIS20220804780_NWO
523,6516,20220804837,Revisión TQ,JSDIAZD.GIS20220804837_NWO
524,6753,20220804901,Finalizado,ALSOLANO.GIS20220804901_NWO
525,7138,20220805299,Promover en ADMS,OCARDENAS.GIS20220805299_WO400486484_PO
526,7139,20220805302,Prediseño en StandBy,.
527,8993,20220805809,Definir,.
528,8994,20220805833,Promover en ADMS,PSILVA.GIS20220805833_WODI_PP_014_03_PO
529,8983,20220805930,Promover en ADMS,CMVALLEJO.GIS20220805930_WO400415002_PO
530,6754,20220804926,Promover en ADMS,AMVELEZ.GIS20220804926_WODI_PS_029_02_PO
531,7140,20220805310,Promover en ADMS,DAARBELAEZ.GIS20220805310_WODI_RP_090_01_PO
532,7154,20220805329,Promover en ADMS,OCARDENAS.GIS20220805329_WO400449260_PO
533,3929,20220802524,Prediseño en StandBy,.
534,8995,20220805841,Finalizado,LCESPEDES.GIS20220805841_NWO
535,8996,20220805876,Finalizado,MICARVAJAL.GIS20220805876_NWO
536,9001,20220805949,Finalizado,AORTIZJ.GIS20220805949_NWO
537,8984,20220805965,Promover en ADMS,CAPEREZS.GIS20220805965_WO400465561_PO
538,6755,20220804934,Definir,.
539,6756,20220804942,Promover en ADMS,PSILVA.GIS20220804942_WODI_PS_028_41_PO
540,7697,20220805345,Promover en ADMS,ALSOLANO.GIS20220805345_WO400474245_PO
541,7698,20220805353,Revisar Prediseño,.
542,7378,20220805361,Espera Confirmación ADMS,PLOAIZA.GIS20220805361_NWO
543,9002,20220805973,Confirmar al ADMS,ALSOLANO.GIS20220805973_NWO
544,9003,20220805981,Finalizado,MICARVAJAL.GIS20220805981_NWO
545,6757,20220804950,Finalizado,JNGAVIRIA.GIS20220804950_NWO
546,6758,20220804977,Definir,.
547,8337,20220805396,Finalizado,PSILVA.GIS20220805396_NWO
548,8338,20220805401,Editar Prediseño,.
549,7379,20220805388,Espera Confirmación ADMS,RDGONZALEZ.GIS20220805388_NWO
550,7380,20220805485,Definir,.
551,8985,20220805991,Finalizado,.
552,8986,20220806007,Definir,.
553,6759,20220805000,Revisión TQ,PLOAIZA.GIS20220805000_NWO
554,6760,20220805019,Editar Diseño,SPACOSTA.GIS20220805019_NWO
555,6761,20220805027, Diseño en StandBy,RVANEGASB.GIS20220805027_NWO
556,8339,20220805434,Prediseño en StandBy,.
557,6738,20220804861,Definir,.
558,8340,20220805442,Definir,.
559,7381,20220805493, Enviar a ADMS,ALSOLANO.GIS20220805493_NWO
560,7382,20220805515,Finalizado,JIDROBO.GIS20220805515_NWO
561,9004,20220806015,Espera Confirmación ADMS,MICARVAJAL.GIS20220806015_NWO
562,8659,20220806023,Prediseño en StandBy,.
563,6739,20220805043,Finalizado,MICARVAJAL.GIS20220805043_NWO
564,8341,20220805450,Definir,.
565,8342,20220805469,Definir,.
566,10385,20220806491, Diseño en StandBy,SPACOSTA.GIS20220806491_WODI_PD_002_01_PO
567,9008,20220806090,Definir,.
568,10611,20220807011,Promover en ADMS,ALSOLANO.GIS20220807011_WO400472854_PO
569,10612,20220807021,Finalizado,DFLOPEZ.GIS20220807021_NWO
570,10321,20220806341,Definir,.
571,10322,20220806376,Revisión TQ,PSILVA.GIS20220806376_NWO
572,10386,20220806503, Enviar a ADMS,AMVELEZ.GIS20220806503_NWO
573,10387,20220806511, Publicar TQ en Productivo,OCARDENAS.GIS20220806511_WODI_RE_013_01_PO
574,10418,20220806661,Finalizado,.
575,10412,20220806759,Definir,.
576,3218,20220801021,Definir,.
577,10581,20220806831,Promover en ADMS,OCARDENAS.GIS20220806831_WO400472862_PO
578,10629,20220807038,Promover en ADMS,AMVELEZ.GIS20220807038_WO400472855_PO
579,8989,20220806120,Promover en ADMS,HRRODRIGUEZS.GIS20220806120_WO400405357_PO
580,10323,20220806422,Revisar Prediseño,.
581,10419,20220806678,Promover en ADMS,LIPUENTES.GIS20220806678_NWO
582,10582,20220806848,Promover en ADMS,MICARVAJAL.GIS20220806848_WO400472863_PO
583,10350,20220806856,Prediseño en StandBy,.
584,10613,20220807046,Revisar Prediseño,.
585,9953,20220806260,Prediseño en StandBy,OCARDENAS.GIS20220806260_NWO
586,9954,20220806287,Finalizado,EDELGADO.GIS20220806287_NWO
587,10410,20220806686,Espera Confirmación ADMS,JMPARRA.GIS20220806686_NWO
588,10345,20220806694,Promover en ADMS,EMARIN.GIS20220806694_NWO
589,10346,20220806708,Finalizado,JGARZONG.GIS20220806708_NWO
590,10583,20220806864,Promover en ADMS,OCARDENAS.GIS20220806864_WO400481795_PO
591,10584,20220806872,Promover en ADMS,CMVALLEJO.GIS20220806872_WODI_PP_014_03_PO
592,10630,20220807062,Promover en ADMS,MICARVAJAL.GIS20220807062_WODI_PS_028_41_PO
593,10631,20220807070,Espera Confirmación ADMS,DSEGURA.GIS20220807070_NWO
594,10595,20220807089,Revisión TQ,EMARIN.GIS20220807089_NWO
595,10324,20220806430,Definir,.
596,10347,20220806716,Espera Confirmación ADMS,LIPUENTES.GIS20220806716_NWO
597,10348,20220806767,Definir,.
598,10351,20220806880,Promover en ADMS,MICARVAJAL.GIS20220806880_WO400472866_PO
599,9937,20220806244,Solicitar TQ,.
600,9938,20220806252,Prediseño en StandBy,RVANEGASB.GIS20220806252_NWO
601,10289,20220806317,Prediseño en StandBy,.
602,10290,20220806325,Definir,.
603,10421,20220806740,Definir,.
604,10413,20220806775,Finalizado,EDELGADO.GIS20220806775_NWO
605,10352,20220806899,Espera Confirmación ADMS,MICARVAJAL.GIS20220806899_WODI_RE_013_01_PO
606,8977,20220805787,Finalizado,AORTIZJ.GIS20220805787_NWO
607,5276,20220804306,Finalizado,CAPEREZS.GIS20220804306_NWO
608,10615,20220807119,Revisar Prediseño,.
609,10291,20220806351,Definir,.
610,10577,20220806791,Promover en ADMS,MICARVAJAL.GIS20220806791_WODI_RE_013_02_PO
611,10578,20220806805,Definir,.
612,10586,20220806910,Revisar Prediseño,JIDROBO.GIS20220806910_NWO
613,10596,20220807097,Promover en ADMS,MICARVAJAL.GIS20220807097_WO400472864_PO
614,10597,20220807100,Prediseño en StandBy,LARIOS.GIS20220807100_NWO
615,10292,20220806368,Definir,.
616,10325,20220806449,Definir,.
617,7121,20220805231,Definir,.
618,7122,20220805248,Promover en ADMS,DAARBELAEZ.GIS20220805248_WO400415115_PO
619,10587,20220806929,Promover en ADMS,DAARBELAEZ.GIS20220806929_WO400472871_PO
620,10593,20220806937, Diseño en StandBy,HRRODRIGUEZS.GIS20220806937_WO400472872_PO
621,10273,20220806309, Diseño en StandBy,CMVALLEJO.GIS20220806309_NWO
622,10632,20220807127,Prediseño en StandBy,.
623,10354,20220806465,Definir,.
624,10355,20220806473, Diseño en StandBy,MHHERRERA.GIS20220806473_WODI_PP_013_03_PO
625,10369,20220806481,Editar Diseño,HRRODRIGUEZS.GIS20220806481_WODI_PP_013_03_PO
626,7123,20220805256,Promover en ADMS,SPACOSTA.GIS20220805256_WO400415131_PO
627,7124,20220805264,Promover en ADMS,SPACOSTA.GIS20220805264_WO400415135_PO
628,10609,20220806945,Promover en ADMS,HRRODRIGUEZS.GIS20220806945_WO400472870_PO
629,10594,20220806953,Promover en ADMS,ALSOLANO.GIS20220806953_WO400472553_PO
630,10414,20220807135,Promover en ADMS,DAARBELAEZ.GIS20220807135_WODI_AN_001_01_PO
631,10633,20220807143,Revisar Prediseño,ALSOLANO.GIS20220807143_NWO
632,10634,20220807151,Revisar Prediseño,.
633,9650,20220806211,Promover en ADMS,OCARDENAS.GIS20220806211_WO400466844_PO
634,7377,20220805337,Definir,.
635,10349,20220806783,Prediseño en StandBy,.
636,10625,20220806961,Promover en ADMS,AMVELEZ.GIS20220806961_WO400472559_PO
637,10626,20220806971,Promover en ADMS,MICARVAJAL.GIS20220806971_WO400472562_PO
638,10627,20220806988,Prediseño en StandBy,.
639,10257,20220806295,Promover en ADMS,AORTIZJ.GIS20220806295_WODI_LA_001_01_PO
640,10417,20220806538,Promover en ADMS,MHHERRERA.GIS20220806538_WODI_AN_001_01_PO
641,10341,20220806554,Finalizado,LCESPEDES.GIS20220806554_NWO
642,10579,20220806813,Definir,.
643,10580,20220806821,Prediseño en StandBy,.
644,10628,20220806996,Espera Confirmación ADMS,AMVELEZ.GIS20220806996_NWO
645,10401,20220806521,Revisión TQ,EDELGADO.GIS20220806521_WODI_PP_013_03_PO
646,10402,20220806546,Revisar Prediseño,.
647,10342,20220806562,Finalizado,JMPARRA.GIS20220806562_NWO
648,10420,20220806724,Revisión TQ,AORTIZJ.GIS20220806724_NWO
649,10411,20220806732,Promover en ADMS,OCARDENAS.GIS20220806732_WODI_PP_014_03_PO
650,8661,20220806104,Promover en ADMS,PLOAIZA.GIS20220806104_WODI_PP_013_03
651,8662,20220806112,Promover en ADMS,AORTIZJ.GIS20220806112_WODI_PP_013_03_PO
652,10403,20220806570,Finalizado,LIPUENTES.GIS20220806570_NWO
653,9005,20220806041,Prediseño en StandBy,.
654,8660,20220806058,Revisar Prediseño,CAPEREZS.GIS20220806058_NWO
655,8988,20220806066,Prediseño en StandBy,MICARVAJAL.GIS20220806066_NWO
656,8017,20220805371,Confirmar al ADMS,LCESPEDES.GIS20220805371_NWO
657,8018,20220805418,Revisar Prediseño,.
658,9297,20220806139,Revisar Prediseño,.
659,9298,20220806147,Finalizado,SPACOSTA.GIS20220806147_NWO
660,10337,20220806384,Definir,.
661,10338,20220806392, Publicar TQ en Productivo,JNGAVIRIA.GIS20220806392_NWO
662,10343,20220806619,Espera Confirmación ADMS,EMARIN.GIS20220806619_NWO
663,8019,20220805426,Finalizado,LCESPEDES.GIS20220805426_NWO
664,8657,20220805531, Diseño en StandBy,PLOAIZA.GIS20220805531_WO400459269_PO
665,9299,20220806155,Finalizado,MICARVAJAL.GIS20220806155_NWO
666,9617,20220806163,Revisar Prediseño,.
667,10339,20220806406,Definir,.
668,9633,20220806181, Enviar a ADMS,PSILVA.GIS20220806181_NWO
669,9634,20220806236,Prediseño en StandBy,.
670,8658,20220805957,Promover en ADMS,HRRODRIGUEZS.GIS20220805957_WO400415011_PO
671,9618,20220806171,Promover en ADMS,OCARDENAS.GIS20220806171_NWO
672,10340,20220806414,Definir,.
673,10404,20220806589,Finalizado,EMARIN.GIS20220806589_NWO
674,10405,20220806597,Finalizado,EMARIN.GIS20220806597_NWO
675,9635,20220806279,Revisión TQ,LARIOS.GIS20220806279_NWO
676,10305,20220806333, Diseño en StandBy,CAPEREZS.GIS20220806333_NWO
677,9006,20220806074,Definir,.
678,9007,20220806082,Promover en ADMS,JMPARRA.GIS20220806082_WO400449771_PO
679,9619,20220806201,Definir,.
680,9620,20220806228,Solicitar Aprobación TQ,CAPEREZS.GIS20220806228_NWO
681,10610,20220807003,Promover en ADMS,DAARBELAEZ.GIS20220807003_WO400472564_PO
682,10406,20220806600,Promover en ADMS,LARIOS.GIS20220806600_NWO
683,10407,20220806627,Finalizado,AORTIZJ.GIS20220806627_NWO
684,14208,20220809464,Prediseño en StandBy,.
685,14441,20220809472,Revisar Prediseño,.
686,12849,20220808263,Definir,.
687,12850,20220808281,Finalizado,LARIOS.GIS20220808281_NWO
688,14199,20220809261,Finalizado,EDELGADO.GIS20220809261_NWO
689,14433,20220809286,Revisar Prediseño,.
690,11284,20220807585,Prediseño en StandBy,.
691,11285,20220807607,Prediseño en StandBy,.
692,10898,20220807461,Revisar Prediseño,.
693,12852,20220808301,Revisión TQ,LARIOS.GIS20220808301_NWO
694,14434,20220809294, Diseño en StandBy,SPACOSTA.GIS20220809294_NWO
695,14435,20220809308,Promover en ADMS,JIDROBO.GIS20220809308_NWO
696,11286,20220807623,Definir,.
697,10899,20220807615,Definir,.
698,11857,20220807811,Definir,.
699,11858,20220807976,Prediseño en StandBy,RVANEGASB.GIS20220807976_NWO
700,12853,20220808328, Publicar TQ en Productivo,LARIOS.GIS20220808328_NWO
701,12854,20220808336,Finalizado,BCLEGUIZAMO.GIS20220808336_NWO
702,14436,20220809316, Diseño en StandBy,JIDROBO.GIS20220809316_NWO
703,11570,20220807763,Promover en ADMS,JNGAVIRIA.GIS20220807763_NWO
704,11571,20220807781,Finalizado,DSEGURA.GIS20220807781_NWO
705,10929,20220807267,Prediseño en StandBy,.
706,10409,20220806651,Revisión TQ,EMARIN.GIS20220806651_NWO
707,12855,20220808344,Revisión TQ,BCLEGUIZAMO.GIS20220808344_NWO
708,12818,20220808352,Revisar Prediseño,.
709,14200,20220809324,Espera Confirmación ADMS,JIDROBO.GIS20220809324_NWO
710,14437,20220809332,Definir,.
711,14201,20220809359,Finalizado,JIDROBO.GIS20220809359_NWO
712,11572,20220807801,Revisar Prediseño,.
713,11873,20220807844,Revisión TQ,ALSOLANO.GIS20220807844_WO400487728_PO
714,11859,20220808026,Promover en ADMS,PLOAIZA.GIS20220808026_NWO
715,12833,20220808255,Editar Diseño,CMVALLEJO.GIS20220808255_NWO
716,13137,20220808395,Revisar Prediseño,.
717,13138,20220808409,Finalizado,AORTIZJ.GIS20220808409_NWO
718,14438,20220809367,Finalizado,JIDROBO.GIS20220809367_NWO
719,11905,20220807860,Revisar Prediseño,BCLEGUIZAMO.GIS20220807860_NWO
720,12834,20220808271,Definir,.
721,12835,20220808311,Promover en ADMS,SPACOSTA.GIS20220808311_NWO
722,13139,20220808433,Anular TQ,.
723,14145,20220809030,Promover en ADMS,EDELGADO.GIS20220809030_WO400459276_PO
724,14202,20220809375,Promover en ADMS,DAARBELAEZ.GIS20220809375_NWO
725,11921,20220807887,Promover en ADMS,BCLEGUIZAMO.GIS20220807887_NWO
726,11922,20220807917,Definir,.
727,11923,20220807933,Revisar Prediseño,.
728,12836,20220808360,Finalizado,JGARZONG.GIS20220808360_NWO
729,12837,20220808379, Diseño en StandBy,EDELGADO.GIS20220808379_NWO
730,13793,20220808621,Revisión TQ,PSILVA.GIS20220808621_NWO
731,10616,20220807186,Prediseño en StandBy,.
732,10617,20220807208,Finalizado,DAARBELAEZ.GIS20220807208_NWO
733,12177,20220807984, Diseño en StandBy,JSDIAZD.GIS20220807984_NWO
734,12838,20220808387,Prediseño en StandBy,LARIOS.GIS20220808387_NWO
735,13153,20220808417,Revisión TQ,JSDIAZD.GIS20220808417_NWO
736,13796,20220808794,Definir,.
737,13797,20220808824,Editar Diseño,CAPEREZS.GIS20220808824_WO400477953_PO
738,10618,20220807232,Revisar Prediseño,.
739,10619,20220807240,Finalizado,LCESPEDES.GIS20220807240_NWO
740,12179,20220808001,Definir,.
741,13154,20220808425,Prediseño en StandBy,.
742,14442,20220809480,Revisión TQ,DAARBELAEZ.GIS20220809480_NWO
743,13798,20220808840,Editar Diseño,CAPEREZS.GIS20220808840_WODI_PS_032_25
744,10620,20220807259,Prediseño en StandBy,.
745,10621,20220807283,Revisar Prediseño,.
746,12193,20220808018,Promover en ADMS,MICARVAJAL.GIS20220808018_WODI_PS_027_25_PO
747,13169,20220808441,Revisión TQ,DSEGURA.GIS20220808441_NWO
748,14443,20220809499,Promover en ADMS,SPACOSTA.GIS20220809499_NWO
749,14243,20220809502,Prediseño en StandBy,.
750,14113,20220808867,Promover en ADMS,SPACOSTA.GIS20220808867_NWO
751,14114,20220808875,Revisar Prediseño,.
752,10622,20220807291, Diseño en StandBy,CAPEREZS.GIS20220807291_NWO_PO
753,13185,20220808451,Revisar Prediseño,.
754,16797,20220812287,Definir,.
755,14203,20220809383,Promover en ADMS,DAARBELAEZ.GIS20220809383_NWO
756,14204,20220809391,Revisar Prediseño,JMPARRA.GIS20220809391_NWO
757,13794,20220808751,Editar Diseño,JLEALM.GIS20220808751_NWO
758,6531,20220804802,Finalizado,ALSOLANO.GIS20220804802_NWO
759,13795,20220808761,Promover en ADMS,RVANEGASB.GIS20220808761_NWO
760,14115,20220808913,Definir,.
761,14116,20220808921,Editar Diseño,JMPARRA.GIS20220808921_WODI_RP_080_01_PO
762,14117,20220808948,Revisar Prediseño,.
763,10624,20220807331,Revisar Prediseño,.
764,11217,20220807348,Prediseño en StandBy,.
765,12178,20220807992,Revisar Prediseño,.
766,14439,20220809405,Promover en ADMS,EDELGADO.GIS20220809405_NWO
767,10934,20220808115,Revisar Prediseño,.
768,14118,20220808972,Promover en ADMS,JMPARRA.GIS20220808972_NWO
769,14119,20220808980,Revisar Prediseño,.
770,11218,20220807380,Revisar Prediseño,.
771,14205,20220809413,Prediseño en StandBy,.
772,14449,20220809421,Prediseño en StandBy,.
773,12497,20220808158,Revisar Prediseño,.
774,14120,20220808999,Revisar Prediseño,.
775,11219,20220807399,Prediseño en StandBy,.
776,11220,20220807437,Promover en ADMS,RDGONZALEZ.GIS20220807437_WODI_RE_013_01_PO
777,11221,20220807445, Diseño en StandBy,AMVELEZ.GIS20220807445_NWO
778,14242,20220809235,Revisar Prediseño,.
779,14206,20220809431,Revisar Prediseño,JMPARRA.GIS20220809431_NWO
780,12498,20220808166,Promover en ADMS,EDELGADO.GIS20220808166_WODI_PS_026_13_PO
781,12499,20220808174,Finalizado,DAARBELAEZ.GIS20220808174_NWO
782,12529,20220808190,Finalizado,CAPEREZS.GIS20220808190_NWO
783,14225,20220809154,Promover en ADMS,RVANEGASB.GIS20220809154_WO400415359_PO
784,14258,20220809200,Finalizado,DAARBELAEZ.GIS20220809200_NWO
785,14259,20220809219,Revisar Prediseño,.
786,11281,20220807518, Diseño en StandBy,JNGAVIRIA.GIS20220807518_WODI_PS_026_04_PO
787,14100,20220809340,Finalizado,SPACOSTA.GIS20220809340_NWO
788,10585,20220806902,Prediseño en StandBy,DAARBELAEZ.GIS20220806902_WODI_SB_003_03
789,12817,20220808247,Finalizado,DSEGURA.GIS20220808247_NWO
790,14197,20220809227,Revisar Prediseño,.
791,11282,20220807526,Definir,.
792,11283,20220807577,Revisar Prediseño,.
793,14440,20220809448, Publicar TQ en Productivo,DSEGURA.GIS20220809448_WO400465640_PO
794,14207,20220809456, Publicar TQ en Productivo,RVANEGASB.GIS20220809456_NWO
795,10635,20220807161,Promover en ADMS,JGARZONG.GIS20220807161_NWO
796,10636,20220807178,Promover en ADMS,AORTIZJ.GIS20220807178_NWO
797,14198,20220809243,Promover en ADMS,JNGAVIRIA.GIS20220809243_NWO
798,14226,20220809251,Finalizado,JIDROBO.GIS20220809251_NWO
799,11265,20220807471,Espera Confirmación ADMS,EDELGADO.GIS20220807471_WODI_RE_013_01_PO
800,11268,20220807501,Promover en ADMS,EDELGADO.GIS20220807501_WO400485276_PO
801,11272,20220807569,Prediseño en StandBy,.
802,11275,20220807641,Definir,.
803,11276,20220807658,Editar Prediseño,.
804,11537,20220807674,Prediseño en StandBy,.
805,11266,20220807488,Definir,.
806,11538,20220807690,Promover en ADMS,ALSOLANO.GIS20220807690_NWO
807,11269,20220807534, Enviar a ADMS,PLOAIZA.GIS20220807534_NWO
808,11540,20220807755,Espera Confirmación ADMS,AMVELEZ.GIS20220807755_NWO
809,11541,20220807771,Revisar Prediseño,CAPEREZS.GIS20220807771_NWO
810,11273,20220807593,Definir,.
811,11937,20220807925,Promover en ADMS,AORTIZJ.GIS20220807925_NWO
812,11938,20220807941, Diseño en StandBy,BCLEGUIZAMO.GIS20220807941_NWO
813,11542,20220807798,Promover en ADMS,DAARBELAEZ.GIS20220807798_NWO
814,11543,20220807828,Finalizado,CAPEREZS.GIS20220807828_NWO
815,11539,20220807747,Promover en ADMS,JNGAVIRIA.GIS20220807747_WO400471070_PO
816,10931,20220808069,Definir,.
817,10932,20220808077,Definir,.
818,11860,20220808093,Revisar Prediseño,.
819,14177,20220809081,Promover en ADMS,JIDROBO.GIS20220809081_WODI_PS_028_06_PO
820,11555,20220807968,Definir,.
821,11889,20220807852,Prediseño en StandBy,.
822,13809,20220808638,Definir,.
823,13506,20220808573,Revisión TQ,PSILVA.GIS20220808573_NWO
824,13507,20220808611,Anular TQ,.
825,14193,20220809103,Definir,.
826,14209,20220809111,Prediseño en StandBy,HRRODRIGUEZS.GIS20220809111_WO400453578_PO
827,11890,20220807879,Promover en ADMS,JMPARRA.GIS20220807879_NWO
828,12545,20220808212,Finalizado,ALSOLANO.GIS20220808212_NWO
829,13810,20220808646,Definir,.
830,13811,20220808662,Definir,.
831,13491,20220808581,Promover en ADMS,OCARDENAS.GIS20220808581_WODI_PP_014_03_PO
832,13508,20220808654,Revisión TQ,DSEGURA.GIS20220808654_NWO
833,14194,20220809146, Diseño en StandBy,CAPEREZS.GIS20220809146_WO400453031_PO
834,14195,20220809170,Finalizado,ALSOLANO.GIS20220809170_NWO
835,10598,20220807194,Revisión TQ,OCARDENAS.GIS20220807194_NWO
836,11233,20220807356,Finalizado,MHHERRERA.GIS20220807356_NWO
837,13812,20220808670,Definir,.
838,13813,20220808697,Promover en ADMS,JIDROBO.GIS20220808697_WODI_PS_027_16_PO
839,13505,20220808557,Definir,.
840,13509,20220808689,Anular TQ,.
841,14241,20220809162,Revisar Prediseño,.
842,14196,20220809197, Diseño en StandBy,JNGAVIRIA.GIS20220809197_WODI_PP_014_03_PO
843,11234,20220807429,Promover en ADMS,CMVALLEJO.GIS20220807429_WODI_PP_013_03_PO
844,11235,20220807453,Prediseño en StandBy,.
845,13814,20220808700,Definir,.
846,13815,20220808735,Finalizado,.
847,11236,20220807666,Definir,.
848,14210,20220809121,Revisar Prediseño,.
849,14211,20220809138,Revisar Prediseño,.
850,12546,20220808220,Definir,.
851,13170,20220808476,Finalizado,DAARBELAEZ.GIS20220808476_NWO
852,2577,20220800076, Enviar a ADMS,CAPEREZS.GIS20220800076_NWO
853,14097,20220808832,Espera Confirmación ADMS,OCARDENAS.GIS20220808832_NWO
854,13824,20220808931,Definir,.
855,11558,20220808141,Revisar Prediseño,.
856,13510,20220808719,Definir,.
857,14257,20220809189,Revisar Prediseño,.
858,11237,20220807836,Revisar Prediseño,.
859,14129,20220808956,Definir,.
860,14130,20220808964,Revisar Prediseño,.
861,10897,20220807216,Revisar Prediseño,.
862,13511,20220808727,Definir,.
863,12513,20220808182,Prediseño en StandBy,.
864,11238,20220807895,Definir,.
865,11239,20220807909,Definir,.
866,14131,20220809006,Definir,.
867,14132,20220809014,Promover en ADMS,MICARVAJAL.GIS20220809014_NWO
868,13492,20220808743,Definir,.
869,14164,20220809091,Definir,.
870,12514,20220808204,Definir,.
871,12547,20220808239,Prediseño en StandBy,PSILVA.GIS20220808239_NWO
872,13816,20220808778, Diseño en StandBy,SPACOSTA.GIS20220808778_WODI_TE_001_03_PO
873,13171,20220808484,Promover en ADMS,EDELGADO.GIS20220808484_WO400474239_PO
874,13172,20220808492,Revisar Prediseño,SPACOSTA.GIS20220808492_NWO
875,13457,20220808514, Diseño en StandBy,DAARBELAEZ.GIS20220808514_WO400487897_PO
876,14098,20220809022,Espera Confirmación ADMS,PSILVA.GIS20220809022_NWO
877,14099,20220809049,Promover en ADMS,JIDROBO.GIS20220809049_WODI_PS_028_19_PO
878,13201,20220808468,Definir,.
879,13202,20220808506,Revisar Prediseño,.
880,13817,20220808786,Finalizado,AMVELEZ.GIS20220808786_NWO
881,13818,20220808808,Finalizado,ALSOLANO.GIS20220808808_NWO
882,13173,20220808530,Definir,.
883,14161,20220809057,Promover en ADMS,PSILVA.GIS20220809057_WO400399883_PO
884,14162,20220809065,Editar Diseño,SPACOSTA.GIS20220809065_NWO
885,10415,20220807682,Prediseño en StandBy,.
